CustomerID,Date,Month,Season,Age,Gender,Region,Income,Membership,ProductsPurchased,PurchaseFrequency,AverageOrderValue,DiscountUsed,MarketingChannel,SatisfactionScore,ChurnRisk,CustomerLifetimeValue
979,2026-10-07,October,Q4,65,Male,South,34732,Bronze,6,6,223.2,Yes,Email,3.7,Medium,4818.55
980,2026-11-20,November,Q4,52,Male,West,101786,Bronze,12,7,172.11,No,Email,3.0,Medium,5971.17
981,2026-08-23,August,Q3,49,Female,South,126529,Gold,9,5,196.85,No,Email,4.7,Low,5824.55
982,2026-04-03,April,Q2,27,Male,West,73108,Bronze,11,7,106.38,No,Social Media,3.9,Medium,2709.65
983,2026-12-29,December,Q4,20,Male,North,124477,Bronze,6,6,147.3,No,Email,4.3,Low,5483.48
984,2026-09-11,September,Q3,50,Male,North,145190,Bronze,10,6,151.91,Yes,Email,3.3,Medium,2323.86
985,2026-10-07,October,Q4,52,Female,South,36908,Silver,9,8,54.67,Yes,Direct,3.5,Medium,1849.13
986,2026-10-25,October,Q4,47,Female,South,71474,Bronze,12,7,112.38,Yes,Social Media,4.6,Low,3999.18
987,2026-11-09,November,Q4,31,Female,West,61741,Silver,12,7,174.4,No,Direct,4.1,Low,7066.67
988,2026-06-06,June,Q2,58,Male,West,94817,Bronze,8,5,149.76,No,Referral,4.4,Low,4521.15
989,2026-08-25,August,Q3,38,Female,West,135327,Gold,8,8,161.84,Yes,Direct,3.6,Medium,6042.12
990,2026-11-23,November,Q4,24,Male,North,60538,Bronze,11,9,121.94,Yes,Social Media,4.0,Low,7245.51
991,2026-06-26,June,Q2,53,Female,East,97522,Bronze,8,5,134.21,Yes,Social Media,4.4,Low,3828.4
992,2026-06-23,June,Q2,36,Male,North,94447,Silver,9,7,154.49,Yes,Direct,1.9,High,2315.05
993,2026-01-10,January,Q1,41,Male,South,148765,Bronze,4,4,117.27,Yes,Direct,3.4,Medium,1483.93
994,2026-09-13,September,Q3,33,Male,West,63555,Silver,9,5,155.93,No,Email,2.5,High,2249.85
995,2026-04-09,April,Q2,53,Female,North,120817,Platinum,6,4,146.44,No,Direct,3.3,Medium,2796.61
996,2026-01-08,January,Q1,19,Female,West,120730,Silver,11,8,94.5,Yes,Social Media,5.0,Low,4512.29
997,2026-06-25,June,Q2,53,Male,North,46988,Gold,7,8,123.14,No,Direct,3.1,Medium,4302.73
998,2026-03-17,March,Q1,32,Female,West,62414,Bronze,8,8,149.28,No,Social Media,3.9,Medium,4215.6
999,2026-08-26,August,Q3,19,Male,North,85168,Bronze,5,6,135.52,No,Referral,3.7,Medium,3733.66
1000,2026-04-21,April,Q2,22,Female,South,108910,Gold,4,3,137.7,No,Direct,4.2,Medium,1448.9
